CDSqueryname	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	MappedReadstoCDS	CDSLength	ParentContig	MappedReadstoParentContig	Duplicity	MeanDust	Damage+1	Damage-1	MeanLength	ANI	AvgReadGC	AvgRefGC	UniqueKmers	RatioDupKmers
contig-100_1_12	1380390.JIAT01000017_gene5281	3.18e-75	236.0	COG1989@1|root,COG1989@2|Bacteria,2GJ7K@201174|Actinobacteria,4CQAS@84995|Rubrobacteria	84995|Rubrobacteria	NOU	Type IV leader peptidase family	-	-	3.4.23.43	ko:K02654	-	M00331	-	-	ko00000,ko00002,ko01000,ko01002,ko02035,ko02044	3.A.15.2	-	-	DiS_P_DiS,Peptidase_A24	107	768	"contig-100_1"	3137	2.23	3.07	0.0905	0.0213	81.25	0.9809	0.701	0.719	75071	0.551
contig-100_1_13	1283299.AUKG01000004_gene946	1.38e-29	120.0	COG3166@1|root,COG3166@2|Bacteria,2HPHC@201174|Actinobacteria,4CQVM@84995|Rubrobacteria	84995|Rubrobacteria	NU	PFAM Fimbrial assembly family protein	-	-	-	-	-	-	-	-	-	-	-	-	-	117	831	"contig-100_1"	3137	2.23	3.07	0.0905	0.0213	81.25	0.9809	0.701	0.719	75071	0.551
contig-100_1_14	1380390.JIAT01000017_gene5278	2.25e-34	131.0	2AVF2@1|root,31M71@2|Bacteria,2HPWF@201174|Actinobacteria,4CRB2@84995|Rubrobacteria	84995|Rubrobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	T2SSM	108	783	"contig-100_1"	3137	2.23	3.07	0.0905	0.0213	81.25	0.9809	0.701	0.719	75071	0.551
contig-100_1_15	1380390.JIAT01000017_gene5277	2.55e-25	112.0	2B0FJ@1|root,31ST2@2|Bacteria,2HQ6F@201174|Actinobacteria,4CRPF@84995|Rubrobacteria	84995|Rubrobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	134	1005	"contig-100_1"	3137	2.23	3.07	0.0905	0.0213	81.25	0.9809	0.701	0.719	75071	0.551
contig-100_1_16	469383.Cwoe_3057	5.32e-227	631.0	COG0082@1|root,COG0082@2|Bacteria,2GJJN@201174|Actinobacteria,4CPJG@84995|Rubrobacteria	84995|Rubrobacteria	E	Catalyzes the anti-1,4-elimination of the C-3 phosphate and the C-6 proR hydrogen from 5-enolpyruvylshikimate-3-phosphate (EPSP) to yield chorismate, which is the branch point compound that serves as the starting substrate for the three terminal pathways of aromatic amino acid biosynthesis. This reaction introduces a second double bond into the aromatic ring system	aroC	-	4.2.3.5	ko:K01736	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R01714	RC00586	ko00000,ko00001,ko00002,ko01000	-	-	-	Chorismate_synt	169	1173	"contig-100_1"	3137	2.23	3.07	0.0905	0.0213	81.25	0.9809	0.701	0.719	75071	0.551
contig-100_1_17	1122939.ATUD01000005_gene2634	1.45e-167	490.0	COG0337@1|root,COG0337@2|Bacteria,2GIUZ@201174|Actinobacteria,4CPMA@84995|Rubrobacteria	84995|Rubrobacteria	E	Catalyzes the conversion of 3-deoxy-D-arabino- heptulosonate 7-phosphate (DAHP) to dehydroquinate (DHQ)	aroB	-	2.7.1.71,4.2.3.4	ko:K01735,ko:K13829	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R02412,R03083	RC00002,RC00078,RC00847	ko00000,ko00001,ko00002,ko01000	-	-	-	DHQ_synthase,SKI	196	1530	"contig-100_1"	3137	2.23	3.07	0.0905	0.0213	81.25	0.9809	0.701	0.719	75071	0.551
contig-100_1_18	997296.PB1_14769	2.23e-32	119.0	COG0757@1|root,COG0757@2|Bacteria,1V6E8@1239|Firmicutes,4HJ2V@91061|Bacilli,1ZG8H@1386|Bacillus	91061|Bacilli	E	Catalyzes a trans-dehydration via an enolate intermediate	aroQ	-	4.2.1.10	ko:K03786	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R03084	RC00848	ko00000,ko00001,ko00002,ko01000	-	-	-	DHquinase_II	50	441	"contig-100_1"	3137	2.23	3.07	0.0905	0.0213	81.25	0.9809	0.701	0.719	75071	0.551
contig-100_1_19	469383.Cwoe_3060	1.21e-132	390.0	COG0006@1|root,COG0006@2|Bacteria,2GM7D@201174|Actinobacteria,4CPI6@84995|Rubrobacteria	84995|Rubrobacteria	E	Creatinase/Prolidase N-terminal domain	-	-	3.4.11.9	ko:K01262	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Creatinase_N,Peptidase_M24	148	1068	"contig-100_1"	3137	2.23	3.07	0.0905	0.0213	81.25	0.9809	0.701	0.719	75071	0.551
contig-100_1_20	1283299.AUKG01000002_gene4604	3.03e-49	185.0	COG4386@1|root,COG4386@2|Bacteria,2HQ63@201174|Actinobacteria,4CRP0@84995|Rubrobacteria	84995|Rubrobacteria	S	IPT/TIG domain	-	-	-	-	-	-	-	-	-	-	-	-	TIG	238	1536	"contig-100_1"	3137	2.23	3.07	0.0905	0.0213	81.25	0.9809	0.701	0.719	75071	0.551
contig-100_2_1	929712.KI912613_gene3445	8.49e-171	521.0	COG2366@1|root,COG2366@2|Bacteria,2GMDM@201174|Actinobacteria	201174|Actinobacteria	S	Penicillin amidase	-	-	3.5.1.97	ko:K07116	-	-	-	-	ko00000,ko01000	-	-	-	Penicil_amidase	339	2280	"contig-100_2"	3374	2.32	2.7	0.0817	0.0313	80.9	0.9812	0.67	0.687	76930	0.569
contig-100_2_3	219305.MCAG_02253	1.93e-132	389.0	COG0812@1|root,COG0812@2|Bacteria,2GIV2@201174|Actinobacteria,4D8ZQ@85008|Micromonosporales	201174|Actinobacteria	M	Cell wall formation	murB	-	1.3.1.98	ko:K00075	ko00520,ko00550,ko01100,map00520,map00550,map01100	-	R03191,R03192	RC02639	ko00000,ko00001,ko01000,ko01011	-	-	-	FAD_binding_4,MurB_C	135	1041	"contig-100_2"	3374	2.32	2.7	0.0817	0.0313	80.9	0.9812	0.67	0.687	76930	0.569
contig-100_2_4	935863.AWZR01000002_gene858	1.01e-59	188.0	COG0824@1|root,COG0824@2|Bacteria,1RGZN@1224|Proteobacteria,1S64N@1236|Gammaproteobacteria,1X7CQ@135614|Xanthomonadales	135614|Xanthomonadales	S	Thioesterase-like superfamily	-	-	-	-	-	-	-	-	-	-	-	-	4HBT,4HBT_2	64	435	"contig-100_2"	3374	2.32	2.7	0.0817	0.0313	80.9	0.9812	0.67	0.687	76930	0.569
contig-100_2_5	1122604.JONR01000004_gene856	7.59e-181	513.0	COG1062@1|root,COG1062@2|Bacteria,1MUK4@1224|Proteobacteria,1S0H1@1236|Gammaproteobacteria,1X5W3@135614|Xanthomonadales	135614|Xanthomonadales	C	Alcohol dehydrogenase GroES-like domain	-	-	-	-	-	-	-	-	-	-	-	-	ADH_N,ADH_zinc_N	149	1125	"contig-100_2"	3374	2.32	2.7	0.0817	0.0313	80.9	0.9812	0.67	0.687	76930	0.569
contig-100_2_7	44454.NF84_17015	1.09e-149	430.0	COG0204@1|root,COG0204@2|Bacteria,2GNBB@201174|Actinobacteria,23691@1762|Mycobacteriaceae	201174|Actinobacteria	I	Acyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	Acyltransferase	145	1008	"contig-100_2"	3374	2.32	2.7	0.0817	0.0313	80.9	0.9812	0.67	0.687	76930	0.569
contig-100_2_9	224325.AF_1680	1.16e-50	168.0	arCOG09517@1|root,arCOG09517@2157|Archaea	2157|Archaea	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	70	540	"contig-100_2"	3374	2.32	2.7	0.0817	0.0313	80.9	0.9812	0.67	0.687	76930	0.569
contig-100_2_10	224325.AF_1681	1.13e-16	81.3	arCOG08622@1|root,arCOG08622@2157|Archaea	2157|Archaea	S	Family of unknown function (DUF5343)	-	-	-	-	-	-	-	-	-	-	-	-	DUF5343	88	501	"contig-100_2"	3374	2.32	2.7	0.0817	0.0313	80.9	0.9812	0.67	0.687	76930	0.569
contig-100_2_14	1045855.DSC_01950	5.43e-06	48.5	COG1396@1|root,COG1396@2|Bacteria,1QWDJ@1224|Proteobacteria,1T3BW@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_3	30	285	"contig-100_2"	3374	2.32	2.7	0.0817	0.0313	80.9	0.9812	0.67	0.687	76930	0.569
contig-100_2_15	1283299.AUKG01000002_gene4440	4.1e-238	671.0	COG0286@1|root,COG0286@2|Bacteria,2GKAQ@201174|Actinobacteria,4CTMA@84995|Rubrobacteria	84995|Rubrobacteria	V	HsdM N-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	HsdM_N,N6_Mtase	260	1596	"contig-100_2"	3374	2.32	2.7	0.0817	0.0313	80.9	0.9812	0.67	0.687	76930	0.569
contig-100_2_16	1117958.PE143B_0100080	3.3e-23	109.0	COG0732@1|root,COG0732@2|Bacteria,1Q4FB@1224|Proteobacteria,1RS7D@1236|Gammaproteobacteria	1236|Gammaproteobacteria	V	restriction modification system DNA specificity	hsdS	-	3.1.21.3	ko:K01154	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	Methylase_S	195	1302	"contig-100_2"	3374	2.32	2.7	0.0817	0.0313	80.9	0.9812	0.67	0.687	76930	0.569
contig-100_2_17	1283299.AUKG01000002_gene4441	0.0	977.0	COG0610@1|root,COG0610@2|Bacteria,2HI69@201174|Actinobacteria	201174|Actinobacteria	L	Subunit R is required for both nuclease and ATPase activities, but not for modification	hsdR	-	3.1.21.3	ko:K01153	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	DUF3387,HSDR_N,ResIII	508	3174	"contig-100_2"	3374	2.32	2.7	0.0817	0.0313	80.9	0.9812	0.67	0.687	76930	0.569
contig-100_2_20	543632.JOJL01000005_gene4843	3.91e-187	535.0	COG1249@1|root,COG1249@2|Bacteria,2GJJK@201174|Actinobacteria,4D8RN@85008|Micromonosporales	201174|Actinobacteria	C	COG1249 Pyruvate 2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes	lpdB	-	1.8.1.4	ko:K00382	ko00010,ko00020,ko00260,ko00280,ko00620,ko00630,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00260,map00280,map00620,map00630,map00640,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00036,M00307,M00532	R00209,R01221,R01698,R03815,R07618,R08549	RC00004,RC00022,RC00583,RC02742,RC02833,RC02834	br01601,ko00000,ko00001,ko00002,ko01000,ko04147	-	-	iNJ661.Rv0794c	Pyr_redox_2,Pyr_redox_dim	195	1374	"contig-100_2"	3374	2.32	2.7	0.0817	0.0313	80.9	0.9812	0.67	0.687	76930	0.569
contig-100_2_21	469383.Cwoe_4579	5.22e-93	284.0	COG1994@1|root,COG1994@2|Bacteria,2H6BD@201174|Actinobacteria,4CS7E@84995|Rubrobacteria	84995|Rubrobacteria	S	Peptidase M50	-	-	-	-	-	-	-	-	-	-	-	-	-	120	870	"contig-100_2"	3374	2.32	2.7	0.0817	0.0313	80.9	0.9812	0.67	0.687	76930	0.569
contig-100_2_22	1283299.AUKG01000002_gene3948	2.57e-71	218.0	COG0691@1|root,COG0691@2|Bacteria,2GJX1@201174|Actinobacteria,4CQII@84995|Rubrobacteria	84995|Rubrobacteria	O	Required for rescue of stalled ribosomes mediated by trans-translation. Binds to transfer-messenger RNA (tmRNA), required for stable association of tmRNA with ribosomes. tmRNA and SmpB together mimic tRNA shape, replacing the anticodon stem-loop with SmpB. tmRNA is encoded by the ssrA gene	smpB	-	-	ko:K03664	-	-	-	-	ko00000	-	-	-	SmpB	65	471	"contig-100_2"	3374	2.32	2.7	0.0817	0.0313	80.9	0.9812	0.67	0.687	76930	0.569
contig-100_2_23	1380390.JIAT01000001_gene5114	5.86e-68	224.0	COG0557@1|root,COG0557@2|Bacteria,2GNSM@201174|Actinobacteria,4CPE0@84995|Rubrobacteria	84995|Rubrobacteria	K	RNB	-	-	-	ko:K12573	ko03018,map03018	-	-	-	ko00000,ko00001,ko01000,ko03016,ko03019	-	-	-	RNB,S1	69	519	"contig-100_2"	3374	2.32	2.7	0.0817	0.0313	80.9	0.9812	0.67	0.687	76930	0.569
contig-100_3_1	1445613.JALM01000058_gene3934	4.07e-24	101.0	COG1028@1|root,COG1028@2|Bacteria,2GJU1@201174|Actinobacteria,4DYZY@85010|Pseudonocardiales	201174|Actinobacteria	IQ	Enoyl-(Acyl carrier protein) reductase	-	-	1.1.1.69	ko:K00046	-	-	-	-	ko00000,ko01000	-	-	-	adh_short,adh_short_C2	64	516	"contig-100_3"	3196	2.29	2.59	0.0903	0.0397	81.76	0.981	0.661	0.678	74870	0.564
contig-100_3_2	1068978.AMETH_1180	4.07e-161	490.0	COG0146@1|root,COG0146@2|Bacteria,2HWA8@201174|Actinobacteria,4E0TC@85010|Pseudonocardiales	201174|Actinobacteria	EQ	Hydantoinase B/oxoprolinase	-	-	3.5.2.14	ko:K01474	ko00330,ko01100,map00330,map01100	-	R03187	RC00632	ko00000,ko00001,ko01000	-	-	-	Hydantoinase_B	336	2226	"contig-100_3"	3196	2.29	2.59	0.0903	0.0397	81.76	0.981	0.661	0.678	74870	0.564
contig-100_3_3	1206725.BAFU01000234_gene16	6.87e-134	412.0	COG0145@1|root,COG0145@2|Bacteria,2GIYE@201174|Actinobacteria,4FVXQ@85025|Nocardiaceae	201174|Actinobacteria	EQ	Hydantoinase/oxoprolinase N-terminal region	-	-	3.5.2.14	ko:K01473	ko00330,ko01100,map00330,map01100	-	R03187	RC00632	ko00000,ko00001,ko01000	-	-	-	Hydant_A_N,Hydantoinase_A	260	1713	"contig-100_3"	3196	2.29	2.59	0.0903	0.0397	81.76	0.981	0.661	0.678	74870	0.564
contig-100_3_4	1117379.BABA_03994	4.13e-23	100.0	COG0145@1|root,COG0145@2|Bacteria,1TQVB@1239|Firmicutes,4HB8X@91061|Bacilli,1ZAQW@1386|Bacillus	91061|Bacilli	EQ	COG0145 N-methylhydantoinase A acetone carboxylase, beta subunit	acxA	-	3.5.2.14,6.4.1.6	ko:K01473,ko:K10855	ko00330,ko01100,map00330,map01100	-	R03187	RC00632	ko00000,ko00001,ko01000	-	-	-	Hydant_A_N,Hydantoinase_A	36	345	"contig-100_3"	3196	2.29	2.59	0.0903	0.0397	81.76	0.981	0.661	0.678	74870	0.564
contig-100_3_5	666509.RCA23_c23300	5.89e-32	125.0	COG2186@1|root,COG2186@2|Bacteria,1RDAW@1224|Proteobacteria	1224|Proteobacteria	K	FCD	-	-	-	ko:K05799	-	-	-	-	ko00000,ko03000	-	-	-	FCD,GntR	136	786	"contig-100_3"	3196	2.29	2.59	0.0903	0.0397	81.76	0.981	0.661	0.678	74870	0.564
contig-100_3_6	1123251.ATWM01000004_gene1834	1.45e-19	94.4	COG2084@1|root,COG2084@2|Bacteria,2IB02@201174|Actinobacteria	201174|Actinobacteria	I	NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase	-	-	-	-	-	-	-	-	-	-	-	-	NAD_binding_11,NAD_binding_2	146	924	"contig-100_3"	3196	2.29	2.59	0.0903	0.0397	81.76	0.981	0.661	0.678	74870	0.564
contig-100_3_7	1276920.ADIAG_02711	0.000299	52.0	COG0477@1|root,COG0477@2|Bacteria,2GKQH@201174|Actinobacteria,1WAF3@1268|Micrococcaceae	201174|Actinobacteria	EGP	Major Facilitator Superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1	211	1419	"contig-100_3"	3196	2.29	2.59	0.0903	0.0397	81.76	0.981	0.661	0.678	74870	0.564
contig-100_3_8	1283299.AUKG01000001_gene1803	3.67e-43	156.0	COG4974@1|root,COG4974@2|Bacteria,2HQSR@201174|Actinobacteria,4CSGW@84995|Rubrobacteria	84995|Rubrobacteria	L	Phage integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Phage_integrase	99	798	"contig-100_3"	3196	2.29	2.59	0.0903	0.0397	81.76	0.981	0.661	0.678	74870	0.564
contig-100_3_9	765420.OSCT_2024	4.57e-76	238.0	COG1502@1|root,COG1502@2|Bacteria	2|Bacteria	I	Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol	-	-	-	-	-	-	-	-	-	-	-	-	PLDc_2	110	783	"contig-100_3"	3196	2.29	2.59	0.0903	0.0397	81.76	0.981	0.661	0.678	74870	0.564
contig-100_3_10	765420.OSCT_2025	4.6e-255	719.0	28HBW@1|root,2Z7NV@2|Bacteria	2|Bacteria	S	Domain of unknown function (DUF1998)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1998	265	1791	"contig-100_3"	3196	2.29	2.59	0.0903	0.0397	81.76	0.981	0.661	0.678	74870	0.564
contig-100_3_11	765420.OSCT_2026	0.0	1353.0	COG1061@1|root,COG1061@2|Bacteria	2|Bacteria	L	Type III restriction enzyme res subunit	-	-	-	-	-	-	-	-	-	-	-	-	Helicase_C	530	3408	"contig-100_3"	3196	2.29	2.59	0.0903	0.0397	81.76	0.981	0.661	0.678	74870	0.564
contig-100_3_12	1183438.GKIL_0692	0.0	1270.0	COG1002@1|root,COG1002@2|Bacteria,1G393@1117|Cyanobacteria	1117|Cyanobacteria	V	N-6 DNA Methylase	-	-	-	-	-	-	-	-	-	-	-	-	N6_Mtase	590	3954	"contig-100_3"	3196	2.29	2.59	0.0903	0.0397	81.76	0.981	0.661	0.678	74870	0.564
contig-100_3_13	765420.OSCT_2022	5.17e-73	248.0	COG0553@1|root,COG0553@2|Bacteria,2G7VP@200795|Chloroflexi,376NJ@32061|Chloroflexia	200795|Chloroflexi	L	type III restriction protein res subunit	-	-	-	-	-	-	-	-	-	-	-	-	DUF3883,Helicase_C,SNF2_N	100	720	"contig-100_3"	3196	2.29	2.59	0.0903	0.0397	81.76	0.981	0.661	0.678	74870	0.564
contig-100_4_2	1321815.HMPREF9193_00022	2.21e-46	169.0	COG3774@1|root,COG3774@2|Bacteria,2J5VN@203691|Spirochaetes	203691|Spirochaetes	M	Glycosyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	Gly_transf_sug	325	1389	"contig-100_4"	7254	2.44	2.52	0.2591	0.1393	71.74	0.9735	0.361	0.377	129912	0.591
contig-100_4_3	489825.LYNGBM3L_40960	3.25e-37	133.0	COG2518@1|root,COG2518@2|Bacteria	2|Bacteria	O	Catalyzes the methyl esterification of L-isoaspartyl residues in peptides and proteins that result from spontaneous decomposition of normal L-aspartyl and L-asparaginyl residues. It plays a role in the repair and or degradation of damaged proteins	-	-	2.1.1.77	ko:K00573	-	-	-	-	ko00000,ko01000	-	-	-	Methyltransf_25,Methyltransf_31,rRNA_methylase	110	540	"contig-100_4"	7254	2.44	2.52	0.2591	0.1393	71.74	0.9735	0.361	0.377	129912	0.591
contig-100_4_4	522772.Dacet_2687	3.72e-06	54.7	COG0220@1|root,COG0220@2|Bacteria	2|Bacteria	J	tRNA (guanine-N7-)-methyltransferase activity	-	-	2.1.1.180	ko:K18846	-	-	-	-	ko00000,ko01000,ko01504,ko03009	-	-	-	Methyltransf_21,Methyltransf_4,TPR_2,TPR_8	163	618	"contig-100_4"	7254	2.44	2.52	0.2591	0.1393	71.74	0.9735	0.361	0.377	129912	0.591
