CDSqueryname	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	MappedReadstoCDS	CDSLength	ParentContig	MappedReadstoParentContig	Duplicity	MeanDust	Damage+1	Damage-1	MeanLength	ANI	AvgReadGC	AvgRefGC	UniqueKmers	RatioDupKmers
contig-100_4_5	1131269.AQVV01000006_gene542	8.29e-12	73.9	29TUE@1|root,30F2T@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	MAF_flag10	115	4130	"contig-100_4"	481	2.1	1.92	0.1818	0.0974	68.49	0.9817	0.439	0.451	9276	0.524
contig-100_5_1	908937.Prede_1355	2.36e-27	122.0	COG4695@1|root,COG4695@2|Bacteria,4NT34@976|Bacteroidetes,2FQNZ@200643|Bacteroidia	976|Bacteroidetes	S	Phage portal protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_portal	313	1769	"contig-100_5"	749	1.58	1.94	0.2973	0.1579	55.03	0.9675	0.476	0.495	12790	0.368
contig-100_5_2	1220551.SCHR_00655	2.66e-27	110.0	COG3740@1|root,COG3740@2|Bacteria,1V1UF@1239|Firmicutes,4HATM@91061|Bacilli,4GZDM@90964|Staphylococcaceae	91061|Bacilli	S	Caudovirus prohead serine protease	-	-	-	ko:K06904	-	-	-	-	ko00000	-	-	-	Peptidase_S78	95	2419	"contig-100_5"	749	1.58	1.94	0.2973	0.1579	55.03	0.9675	0.476	0.495	12790	0.368
contig-100_5_3	644282.Deba_2585	3.76e-45	170.0	COG4653@1|root,COG4653@2|Bacteria,1MXMN@1224|Proteobacteria,42UKA@68525|delta/epsilon subdivisions,2WQZV@28221|Deltaproteobacteria	28221|Deltaproteobacteria	S	Phage capsid family	-	-	-	-	-	-	-	-	-	-	-	-	Phage_capsid	299	3786	"contig-100_5"	749	1.58	1.94	0.2973	0.1579	55.03	0.9675	0.476	0.495	12790	0.368
contig-100_6_1	373903.Hore_22200	6.58e-153	471.0	COG0209@1|root,COG0209@2|Bacteria,1TPFH@1239|Firmicutes,249EN@186801|Clostridia,3WB1H@53433|Halanaerobiales	186801|Clostridia	F	Catalyzes the reduction of ribonucleotides to deoxyribonucleotides. May function to provide a pool of deoxyribonucleotide precursors for DNA repair during oxygen limitation and or for immediate growth after restoration of oxygen	nrdJ	-	1.17.4.1	ko:K00525	ko00230,ko00240,ko01100,map00230,map00240,map01100	M00053	R02017,R02018,R02019,R02024	RC00613	ko00000,ko00001,ko00002,ko01000,ko03400	-	-	-	Intein_splicing,LAGLIDADG_3,Ribonuc_red_2_N,Ribonuc_red_lgC,Ribonuc_red_lgN,TSCPD	237	2293	"contig-100_6"	321	2.04	2.75	0.1552	0.0299	68.14	0.9825	0.318	0.323	6301	0.511
contig-100_6_2	1123229.AUBC01000021_gene1085	3.66e-06	55.8	COG2189@1|root,COG2189@2|Bacteria,1MX9M@1224|Proteobacteria,2U066@28211|Alphaproteobacteria,3K1F5@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	L	DNA methylase	-	-	2.1.1.72	ko:K07316	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	N6_N4_Mtase	61	3028	"contig-100_6"	321	2.04	2.75	0.1552	0.0299	68.14	0.9825	0.318	0.323	6301	0.511
contig-100_7_6	386456.JQKN01000013_gene3023	2.45e-29	118.0	COG0489@1|root,arCOG00585@2157|Archaea,2XTU2@28890|Euryarchaeota,23NNY@183925|Methanobacteria	183925|Methanobacteria	D	Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP	parA	-	-	ko:K03593	-	-	-	-	ko00000,ko03029,ko03036	-	-	-	ParA	76	1852	"contig-100_7"	331	2.17	2.3	0.1585	0.0874	69.88	0.9819	0.403	0.418	6384	0.539
contig-100_9_1	243232.MJ_1422	2.3e-05	50.4	COG0470@1|root,COG1372@1|root,arCOG03154@1|root,arCOG00469@2157|Archaea,arCOG03145@2157|Archaea,arCOG03154@2157|Archaea,arCOG03158@2157|Archaea,2XTC8@28890|Euryarchaeota,23Q6E@183939|Methanococci	183939|Methanococci	L	Part of the RFC clamp loader complex which loads the PCNA sliding clamp onto DNA	rfcS	GO:0005575,GO:0005622,GO:0005623,GO:0005657,GO:0005663,GO:0005694,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0032991,GO:0033554,GO:0034641,GO:0034645,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044446,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:1901360,GO:1901576	-	ko:K04801	ko03030,map03030	-	-	-	ko00000,ko00001,ko03032	-	-	-	AAA,DNA_pol3_delta2,HTH_3,Intein_splicing,LAGLIDADG_3,Rad17,Rep_fac_C,RuvB_N	26	386	"contig-100_9"	243	2.05	3.0	0.0882	0.0196	66.86	0.9859	0.319	0.323	4602	0.513
contig-100_9_2	883.DvMF_0130	8.52e-40	167.0	COG0587@1|root,COG0587@2|Bacteria,1MUIF@1224|Proteobacteria,42MGP@68525|delta/epsilon subdivisions,2WIZ2@28221|Deltaproteobacteria,2M7WP@213115|Desulfovibrionales	28221|Deltaproteobacteria	L	TIGRFAM DNA polymerase III, alpha subunit	dnaE	-	2.7.7.7	ko:K02337	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_alpha,HHH_6,PHP,tRNA_anti-codon	199	2753	"contig-100_9"	243	2.05	3.0	0.0882	0.0196	66.86	0.9859	0.319	0.323	4602	0.513
contig-100_11_3	1040989.AWZU01000094_gene6569	0.000166	46.6	COG3616@1|root,COG3616@2|Bacteria,1RH8A@1224|Proteobacteria,2UC60@28211|Alphaproteobacteria,3K5UQ@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	E	Protein of unknown function (DUF2958)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2958	77	1527	"contig-100_11"	293	2.23	2.15	0.1667	0.1087	69.78	0.9802	0.452	0.466	5500	0.551
contig-100_14_4	497965.Cyan7822_4571	1.93e-48	184.0	COG0210@1|root,COG0210@2|Bacteria,1GQP4@1117|Cyanobacteria	1117|Cyanobacteria	L	PFAM UvrD REP helicase	-	-	-	-	-	-	-	-	-	-	-	-	UvrD-helicase,UvrD_C	173	2242	"contig-100_14"	255	1.96	2.62	0.0833	0.06	65.78	0.9807	0.32	0.323	4912	0.49
contig-100_15_4	1123508.JH636446_gene6366	5.84e-76	246.0	COG0073@1|root,COG0073@2|Bacteria,2IYR2@203682|Planctomycetes	203682|Planctomycetes	J	Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation	-	-	-	-	-	-	-	-	-	-	-	-	RNA_ligase	105	1803	"contig-100_15"	219	2.01	2.94	0.093	0.0408	67.31	0.983	0.303	0.305	4277	0.503
contig-100_16_1	202955.BBND01000001_gene1422	1.9e-12	73.6	28HJH@1|root,2Z7UN@2|Bacteria,1R3V2@1224|Proteobacteria,1RNCZ@1236|Gammaproteobacteria,3NIKW@468|Moraxellaceae	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	151	754	"contig-100_16"	459	1.64	2.24	0.3162	0.2086	55.85	0.9675	0.416	0.432	7808	0.389
contig-100_16_2	1133293.H2EIE6_9CAUD	2.91e-06	54.3	4QAW1@10239|Viruses,4QWUW@35237|dsDNA viruses  no RNA stage,4QR8A@28883|Caudovirales,4QNF8@10744|Podoviridae	10744|Podoviridae	S	Predicted 3'-5' exonuclease related to the exonuclease domain of PolB	-	-	-	-	-	-	-	-	-	-	-	-	-	115	1607	"contig-100_16"	459	1.64	2.24	0.3162	0.2086	55.85	0.9675	0.416	0.432	7808	0.389
contig-100_18_5	43989.cce_0014	1.28e-17	84.3	COG0338@1|root,COG0338@2|Bacteria,1G3JR@1117|Cyanobacteria,3KJKW@43988|Cyanothece	1117|Cyanobacteria	H	D12 class N6 adenine-specific DNA methyltransferase	-	-	2.1.1.72	ko:K06223	ko03430,map03430	-	-	-	ko00000,ko00001,ko01000,ko02048,ko03032,ko03400	-	-	-	MethyltransfD12	38	2214	"contig-100_18"	225	2.08	2.82	0.119	0.1026	65.32	0.9829	0.302	0.305	4030	0.52
contig-100_20_4	1173020.Cha6605_0514	9.95e-11	61.2	COG4551@1|root,COG4551@2|Bacteria,1GA7G@1117|Cyanobacteria	1117|Cyanobacteria	S	Belongs to the low molecular weight phosphotyrosine protein phosphatase family	-	-	-	-	-	-	-	-	-	-	-	-	-	21	1779	"contig-100_20"	192	2.03	3.08	0.069	0.0256	70.51	0.9818	0.313	0.316	4019	0.508
contig-100_21_3	641143.HMPREF9331_01550	8.68e-10	59.7	COG0758@1|root,COG0758@2|Bacteria,4NW21@976|Bacteroidetes,1IC7B@117743|Flavobacteriia,1ERZ5@1016|Capnocytophaga	976|Bacteroidetes	LU	Protein of unknown function (DUF2493)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2493	34	1150	"contig-100_21"	184	2.12	2.77	0.0526	0.0571	69.32	0.9819	0.322	0.328	3583	0.529
contig-100_23_1	547559.Nmag_3046	3.01e-95	296.0	COG1109@1|root,arCOG00767@2157|Archaea,2XT1X@28890|Euryarchaeota,23SSW@183963|Halobacteria	183963|Halobacteria	G	Belongs to the phosphohexose mutase family	pmm1	-	5.4.2.10	ko:K03431	ko00520,ko01100,ko01130,map00520,map01100,map01130	-	R02060	RC00408	ko00000,ko00001,ko01000	-	-	-	PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV	118	1007	"contig-100_23"	218	1.91	1.91	0.0694	0.0909	68.02	0.9775	0.506	0.521	4565	0.477
contig-100_23_2	269797.Mbar_A2022	3.11e-108	333.0	COG0449@1|root,arCOG00057@2157|Archaea,2XTC0@28890|Euryarchaeota,2N92X@224756|Methanomicrobia	224756|Methanomicrobia	M	Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source	glmS	-	2.6.1.16	ko:K00820	ko00250,ko00520,ko01100,ko01130,ko04931,map00250,map00520,map01100,map01130,map04931	-	R00768	RC00010,RC00163,RC02752	ko00000,ko00001,ko01000,ko01002	-	-	-	GATase_6,SIS	90	1881	"contig-100_23"	218	1.91	1.91	0.0694	0.0909	68.02	0.9775	0.506	0.521	4565	0.477
contig-100_24_2	192952.MM_2767	4.79e-21	98.2	arCOG07960@1|root,arCOG07960@2157|Archaea,2Y3GN@28890|Euryarchaeota	28890|Euryarchaeota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	82	1240	"contig-100_24"	184	2.12	2.92	0.0645	0.0465	67.95	0.9836	0.318	0.316	3469	0.528
contig-100_26_1	1296416.JACB01000081_gene4062	2.23e-11	73.6	COG3637@1|root,COG3637@2|Bacteria	2|Bacteria	M	Has lipid A 3-O-deacylase activity. Hydrolyzes the ester bond at the 3 position of lipid A, a bioactive component of lipopolysaccharide (LPS), thereby releasing the primary fatty acyl moiety	-	-	-	-	-	-	-	-	-	-	-	-	OMP_b-brl,OMP_b-brl_2	230	1095	"contig-100_26"	301	2.25	2.16	0.0946	0.069	69.86	0.9766	0.412	0.425	5600	0.556
contig-100_28_1	195522.BD01_1181	3.56e-17	89.4	COG1241@1|root,arCOG00439@2157|Archaea,2XT5D@28890|Euryarchaeota,243QT@183968|Thermococci	28890|Euryarchaeota	L	Belongs to the MCM family	mcm	-	-	ko:K10726	ko03030,map03030	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	HTH_3,Intein_splicing,LAGLIDADG_3,MCM,MCM_N,MCM_OB	88	816	"contig-100_28"	197	2.07	2.1	0.1702	0.0455	66.84	0.9807	0.441	0.456	3689	0.518
contig-100_28_2	192952.MM_0302	1.58e-75	242.0	COG1208@1|root,arCOG00666@2157|Archaea,2XT8U@28890|Euryarchaeota,2N9G1@224756|Methanomicrobia	224756|Methanomicrobia	M	PFAM transferase hexapeptide repeat containing protein	-	-	2.3.1.157,2.7.7.23	ko:K04042	ko00520,ko01100,ko01130,map00520,map01100,map01130	M00362	R00416,R05332	RC00002,RC00004,RC00166	ko00000,ko00001,ko00002,ko01000	-	-	-	Hexapep,Hexapep_2,NTP_transferase	98	1688	"contig-100_28"	197	2.07	2.1	0.1702	0.0455	66.84	0.9807	0.441	0.456	3689	0.518
contig-100_31_1	1291050.JAGE01000001_gene644	2.32e-41	144.0	COG1573@1|root,COG1573@2|Bacteria,1V267@1239|Firmicutes,24DFW@186801|Clostridia,3WIGX@541000|Ruminococcaceae	186801|Clostridia	L	Uracil-DNA glycosylase	udgA	-	3.2.2.27	ko:K21929	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	UDG	43	517	"contig-100_31"	162	2.14	2.79	0.0909	0.0571	66.86	0.9857	0.321	0.327	2935	0.534
contig-100_31_2	545697.HMPREF0216_02824	0.000156	44.7	2C2JW@1|root,3316C@2|Bacteria,1VFRB@1239|Firmicutes,24R0E@186801|Clostridia,36PKF@31979|Clostridiaceae	186801|Clostridia	S	Domain of Unknown Function (DUF1599)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1599	29	812	"contig-100_31"	162	2.14	2.79	0.0909	0.0571	66.86	0.9857	0.321	0.327	2935	0.534
contig-100_31_3	1304880.JAGB01000001_gene271	1.05e-08	60.1	COG4508@1|root,COG4508@2|Bacteria,1VDR2@1239|Firmicutes,24NTJ@186801|Clostridia	186801|Clostridia	S	dUTPase	-	-	-	-	-	-	-	-	-	-	-	-	dUTPase_2	74	1615	"contig-100_31"	162	2.14	2.79	0.0909	0.0571	66.86	0.9857	0.321	0.327	2935	0.534
contig-100_32_4	40373.F991_00517	1.07e-13	67.4	2FB2D@1|root,34392@2|Bacteria,1N749@1224|Proteobacteria,1SSCS@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	25	1329	"contig-100_32"	160	1.85	3.07	0.0455	0.05	66.06	0.9815	0.31	0.32	3283	0.461
contig-100_33_1	1304878.AUGD01000002_gene1835	2.02e-08	62.4	2EGG4@1|root,33A85@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	173	834	"contig-100_33"	308	1.74	1.9	0.1111	0.0885	59.07	0.9717	0.5	0.516	5487	0.427
contig-100_34_2	368407.Memar_2186	2.16e-56	191.0	COG0142@1|root,arCOG01727@2157|Archaea	2157|Archaea	H	Belongs to the FPP GGPP synthase family	-	GO:0003674,GO:0003824,GO:0004659,GO:0006629,GO:0006720,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009987,GO:0016740,GO:0016765,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0052922,GO:0071704,GO:1901576	2.5.1.1,2.5.1.10,2.5.1.29,2.5.1.82,2.5.1.90	ko:K02523,ko:K13787,ko:K21268	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00364,M00365	R01658,R02003,R02061,R09246,R09248	RC00279	ko00000,ko00001,ko00002,ko01000,ko01006	-	-	-	polyprenyl_synt	115	1045	"contig-100_34"	176	2.17	2.1	0.1429	0.0702	70.62	0.9819	0.441	0.457	3450	0.54
contig-100_35_3	1536769.P40081_01010	4.94e-36	133.0	COG1451@1|root,COG1451@2|Bacteria,1VCK6@1239|Firmicutes,4HGVM@91061|Bacilli,2732V@186822|Paenibacillaceae	91061|Bacilli	S	Protein of unknown function (DUF2786)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2786	54	1440	"contig-100_35"	140	1.95	2.69	0.1579	0.0833	66.54	0.9841	0.29	0.296	2766	0.487
contig-100_36_1	1123288.SOV_1c10720	2.24e-40	163.0	28I8X@1|root,2Z8BQ@2|Bacteria,1TPNC@1239|Firmicutes,4H385@909932|Negativicutes	909932|Negativicutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	284	1527	"contig-100_36"	285	2.06	1.73	0.2366	0.0957	62.18	0.9708	0.511	0.526	4720	0.515
contig-100_37_4	374847.Kcr_0133	2.09e-41	144.0	COG0717@1|root,arCOG04048@2157|Archaea	2157|Archaea	F	Belongs to the dCTP deaminase family	dcd	-	3.5.4.13,3.5.4.30	ko:K01494,ko:K09887	ko00240,ko01100,map00240,map01100	M00053	R00568,R02325,R07307	RC00074,RC01825	ko00000,ko00001,ko00002,ko01000	-	-	-	DCD,dUTPase	49	1471	"contig-100_37"	156	1.94	2.76	0.0769	0.1	64.69	0.9808	0.316	0.325	2955	0.484
contig-100_38_1	880073.Calab_0700	1.44e-109	335.0	COG3328@1|root,COG3328@2|Bacteria,2NQXQ@2323|unclassified Bacteria	2|Bacteria	L	COGs COG3328 Transposase and inactivated derivatives	tnp	-	-	ko:K07493	-	-	-	-	ko00000	-	-	-	Transposase_mut	155	1379	"contig-100_38"	194	1.98	2.19	0.2353	0.1235	60.67	0.9709	0.628	0.643	3203	0.495
contig-100_42_1	573413.Spirs_2803	5.77e-40	157.0	28HPK@1|root,2Z7XJ@2|Bacteria,2J7M0@203691|Spirochaetes	203691|Spirochaetes	S	Bacteriophage head to tail connecting protein	-	-	-	-	-	-	-	-	-	-	-	-	Head-tail_con	278	1270	"contig-100_42"	317	1.87	1.72	0.2907	0.0784	58.05	0.9696	0.5	0.513	5099	0.465
contig-100_43_1	244447.XP_008333146.1	2.63e-07	62.4	COG2319@1|root,KOG4155@1|root,KOG3602@2759|Eukaryota,KOG4155@2759|Eukaryota,38BD6@33154|Opisthokonta,3BAND@33208|Metazoa,3CVWB@33213|Bilateria,482I8@7711|Chordata,48V62@7742|Vertebrata,4A2Q3@7898|Actinopterygii	33208|Metazoa	S	Telomerase protein component	TEP1	GO:0000722,GO:0000723,GO:0000781,GO:0002039,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005681,GO:0005682,GO:0005694,GO:0005697,GO:0005737,GO:0006139,GO:0006259,GO:0006278,GO:0006310,GO:0006312,GO:0006396,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0008380,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016363,GO:0018130,GO:0019438,GO:0019899,GO:0030532,GO:0031974,GO:0031981,GO:0032200,GO:0032991,GO:0034399,GO:0034641,GO:0034645,GO:0034654,GO:0042592,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0051276,GO:0060249,GO:0065007,GO:0065008,GO:0070013,GO:0070034,GO:0071011,GO:0071013,GO:0071704,GO:0071840,GO:0071897,GO:0090304,GO:0097159,GO:0097525,GO:0098687,GO:0120114,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902494,GO:1990904	-	ko:K11127	-	-	-	-	ko00000,ko03032	-	-	-	DUF4062,NACHT,TEP1_N,TROVE,WD40	137	1395	"contig-100_43"	138	1.97	2.4	0.1765	0.1	63.86	0.9836	0.32	0.329	2506	0.494
contig-100_44_1	444860.E3SIY5_9CAUD	1.02e-06	53.5	4QEZK@10239|Viruses,4QUSD@35237|dsDNA viruses  no RNA stage,4QTHB@28883|Caudovirales,4QJXB@10662|Myoviridae	10662|Myoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	65	363	"contig-100_44"	294	1.52	2.01	0.3418	0.13	55.03	0.967	0.461	0.487	5213	0.344
