CDSqueryname	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	MappedReadstoCDS	CDSLength	ParentContig	MappedReadstoParentContig	Duplicity	MeanDust	Damage+1	Damage-1	MeanLength	ANI	AvgReadGC	AvgRefGC	UniqueKmers	RatioDupKmers
contig-100_2_4	1278309.KB907100_gene1836	0.000677	46.2	COG4567@1|root,COG4567@2|Bacteria,1RD7J@1224|Proteobacteria,1S3PE@1236|Gammaproteobacteria,1XJHE@135619|Oceanospirillales	135619|Oceanospirillales	T	Response regulator consisting of a CheY-like receiver domain and a Fis-type HTH domain	-	-	-	ko:K15012	ko02020,map02020	M00523	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	HTH_8,Response_reg	104	1268	"contig-100_2"	2133	2.98	2.17	0.0825	0.0443	80.65	0.9829	0.434	0.446	37720	0.664
contig-100_2_6	278957.ABEA03000188_gene1444	1.87e-20	99.8	2AY55@1|root,31Q73@2|Bacteria,46X2J@74201|Verrucomicrobia,3K9WD@414999|Opitutae	414999|Opitutae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Ribosomal_L14	255	2583	"contig-100_2"	2133	2.98	2.17	0.0825	0.0443	80.65	0.9829	0.434	0.446	37720	0.664
contig-100_2_13	794903.OPIT5_16680	5.38e-08	62.0	2BCB8@1|root,325WI@2|Bacteria,46YI2@74201|Verrucomicrobia,3K9MP@414999|Opitutae	414999|Opitutae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	243	6621	"contig-100_2"	2133	2.98	2.17	0.0825	0.0443	80.65	0.9829	0.434	0.446	37720	0.664
contig-100_2_18	31234.CRE29165	5.84e-06	55.5	2CMGD@1|root,2QQ9V@2759|Eukaryota,39B3J@33154|Opisthokonta,3BKG5@33208|Metazoa,3CTR5@33213|Bilateria,40FF9@6231|Nematoda,1KYD3@119089|Chromadorea,413MN@6236|Rhabditida	33208|Metazoa	S	DNA polymerase type B, organellar and viral	-	-	-	-	-	-	-	-	-	-	-	-	DNA_pol_B_2,Rho_N	102	9724	"contig-100_2"	2133	2.98	2.17	0.0825	0.0443	80.65	0.9829	0.434	0.446	37720	0.664
contig-100_3_1	3055.EDP00723	1.04e-149	431.0	COG0489@1|root,KOG3022@2759|Eukaryota,37JKX@33090|Viridiplantae,34K3Z@3041|Chlorophyta	3041|Chlorophyta	D	Cellulose biosynthesis protein BcsQ	-	-	-	ko:K03609	-	-	-	-	ko00000,ko03036,ko04812	-	-	-	CbiA	55	1546	"contig-100_3"	488	2.47	2.86	0.0952	0.0534	80.83	0.9916	0.375	0.378	10444	0.595
contig-100_3_2	3075.A0A023HHU3	4.23e-39	131.0	COG1145@1|root,2S26M@2759|Eukaryota,37VAY@33090|Viridiplantae,34IB8@3041|Chlorophyta	3041|Chlorophyta	C	essential for photochemical activity. FB is the terminal electron acceptor of PSI, donating electrons to ferredoxin. The C-terminus interacts with PsaA B D and helps assemble the protein into the PSI complex. Required for binding of PsaD and PsaE to PSI. PSI is a plastocyanin cytochrome c6- ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn	psaC	-	-	ko:K02691	ko00195,ko01100,map00195,map01100	M00163	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	Fer4	6	2269	"contig-100_3"	488	2.47	2.86	0.0952	0.0534	80.83	0.9916	0.375	0.378	10444	0.595
contig-100_3_4	3055.DAA00949	0.0	1391.0	28JJ8@1|root,2QRYE@2759|Eukaryota,37QY5@33090|Viridiplantae,34JVS@3041|Chlorophyta	3041|Chlorophyta	C	PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6	psaB	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0016020,GO:0016168,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0046906,GO:0048037,GO:0055035,GO:0097159,GO:1901363	-	ko:K02690	ko00195,ko01100,map00195,map01100	M00163	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	PsaA_PsaB	133	5610	"contig-100_3"	488	2.47	2.86	0.0952	0.0534	80.83	0.9916	0.375	0.378	10444	0.595
contig-100_3_5	3055.DAA01471	0.0	997.0	28JJ8@1|root,2QRYE@2759|Eukaryota,37RH7@33090|Viridiplantae,34JHZ@3041|Chlorophyta	3041|Chlorophyta	C	PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6	psaA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0016020,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0055035	-	ko:K02689	ko00195,ko01100,map00195,map01100	M00163	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	PsaA_PsaB	106	7699	"contig-100_3"	488	2.47	2.86	0.0952	0.0534	80.83	0.9916	0.375	0.378	10444	0.595
contig-100_4_1	637911.AM305_04173	1.51e-46	166.0	COG4804@1|root,COG4804@2|Bacteria,1NBWK@1224|Proteobacteria,1RY9R@1236|Gammaproteobacteria,1Y7SW@135625|Pasteurellales	135625|Pasteurellales	S	Protein of unknown function (DUF1016)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1016	112	848	"contig-100_4"	1142	2.08	2.1	0.0799	0.058	73.75	0.9788	0.608	0.625	25119	0.519
contig-100_4_2	358220.C380_06465	3.69e-304	845.0	COG1106@1|root,COG1106@2|Bacteria,1R43N@1224|Proteobacteria,2VPY5@28216|Betaproteobacteria,4ADDV@80864|Comamonadaceae	28216|Betaproteobacteria	S	AAA ATPase	-	-	-	-	-	-	-	-	-	-	-	-	AAA_15,AAA_21	299	2725	"contig-100_4"	1142	2.08	2.1	0.0799	0.058	73.75	0.9788	0.608	0.625	25119	0.519
contig-100_4_3	1408418.JNJH01000043_gene3133	2.18e-25	103.0	2EPAR@1|root,33GXH@2|Bacteria,1N7YQ@1224|Proteobacteria,2UGER@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	RyR domain	-	-	-	-	-	-	-	-	-	-	-	-	RyR	35	3202	"contig-100_4"	1142	2.08	2.1	0.0799	0.058	73.75	0.9788	0.608	0.625	25119	0.519
contig-100_4_5	1239962.C943_04459	1.4e-08	53.9	COG2442@1|root,COG2442@2|Bacteria,4NYUK@976|Bacteroidetes,47X61@768503|Cytophagia	976|Bacteroidetes	S	Protein of unknown function (DUF433)	-	-	-	-	-	-	-	-	-	-	-	-	DUF433	28	4445	"contig-100_4"	1142	2.08	2.1	0.0799	0.058	73.75	0.9788	0.608	0.625	25119	0.519
contig-100_4_6	378806.STAUR_2441	4.77e-178	509.0	COG0270@1|root,COG0270@2|Bacteria,1MV9H@1224|Proteobacteria,42TVH@68525|delta/epsilon subdivisions,2X5KU@28221|Deltaproteobacteria,2YX59@29|Myxococcales	28221|Deltaproteobacteria	H	C-5 cytosine-specific DNA methylase	-	-	2.1.1.37	ko:K00558	ko00270,ko01100,ko05206,map00270,map01100,map05206	M00035	R04858	RC00003,RC00332	ko00000,ko00001,ko00002,ko01000,ko02048,ko03032,ko03036	-	-	-	DNA_methylase	154	5944	"contig-100_4"	1142	2.08	2.1	0.0799	0.058	73.75	0.9788	0.608	0.625	25119	0.519
contig-100_4_7	1380350.JIAP01000005_gene3101	1.57e-27	107.0	COG1662@1|root,COG1662@2|Bacteria,1MV8R@1224|Proteobacteria,2TURN@28211|Alphaproteobacteria	28211|Alphaproteobacteria	L	PFAM IS1 transposase	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_IS1,DDE_Tnp_IS240	39	6379	"contig-100_4"	1142	2.08	2.1	0.0799	0.058	73.75	0.9788	0.608	0.625	25119	0.519
contig-100_4_8	478741.JAFS01000002_gene747	1.08e-12	68.6	COG1106@1|root,COG1106@2|Bacteria	2|Bacteria	S	AAA domain, putative AbiEii toxin, Type IV TA system	-	-	-	-	-	-	-	-	-	-	-	-	AAA_15,AAA_21	14	6630	"contig-100_4"	1142	2.08	2.1	0.0799	0.058	73.75	0.9788	0.608	0.625	25119	0.519
contig-100_4_9	879212.DespoDRAFT_02341	8.59e-181	531.0	COG1743@1|root,COG1743@2|Bacteria,1MW7U@1224|Proteobacteria,42RFU@68525|delta/epsilon subdivisions,2WNXH@28221|Deltaproteobacteria,2MM76@213118|Desulfobacterales	28221|Deltaproteobacteria	L	Protein of unknown function (DUF1156)	-	-	-	ko:K07445	-	-	-	-	ko00000	-	-	-	DUF1156	163	7541	"contig-100_4"	1142	2.08	2.1	0.0799	0.058	73.75	0.9788	0.608	0.625	25119	0.519
contig-100_5_6	102125.Xen7305DRAFT_00008100	5.37e-29	115.0	2CA2M@1|root,2ZTCN@2|Bacteria,1GGB3@1117|Cyanobacteria	1117|Cyanobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	96	3270	"contig-100_5"	1177	2.31	2.34	0.0653	0.0447	78.3	0.9815	0.602	0.618	25647	0.567
contig-100_5_11	1288484.APCS01000031_gene2341	7.54e-61	206.0	2EYM3@1|root,33RUQ@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	168	6145	"contig-100_5"	1177	2.31	2.34	0.0653	0.0447	78.3	0.9815	0.602	0.618	25647	0.567
contig-100_6_1	1380391.JIAS01000005_gene2450	2.74e-55	187.0	2AG7K@1|root,316CP@2|Bacteria,1Q5UJ@1224|Proteobacteria,2VC4W@28211|Alphaproteobacteria,2JXW8@204441|Rhodospirillales	204441|Rhodospirillales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	88	814	"contig-100_6"	792	2.15	1.9	0.0696	0.0784	76.11	0.9825	0.546	0.56	17765	0.534
contig-100_6_6	1344012.ATMI01000056_gene1742	1.55e-41	145.0	28RDB@1|root,2ZDSP@2|Bacteria,1RBF9@1224|Proteobacteria,1RQ0W@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Tube	68	2925	"contig-100_6"	792	2.15	1.9	0.0696	0.0784	76.11	0.9825	0.546	0.56	17765	0.534
contig-100_6_7	1283077.M1HLI2_9CAUD	3.15e-143	448.0	4QC24@10239|Viruses,4QZPR@35237|dsDNA viruses  no RNA stage,4QRZK@28883|Caudovirales,4QP0N@10744|Podoviridae	10744|Podoviridae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	238	5177	"contig-100_6"	792	2.15	1.9	0.0696	0.0784	76.11	0.9825	0.546	0.56	17765	0.534
contig-100_6_8	1380391.JIAS01000005_gene2455	5.15e-11	66.2	2DCPY@1|root,2ZEVY@2|Bacteria,1PA9R@1224|Proteobacteria,2UX7X@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	44	5613	"contig-100_6"	792	2.15	1.9	0.0696	0.0784	76.11	0.9825	0.546	0.56	17765	0.534
contig-100_6_9	521000.PROVRETT_05516	6.17e-05	49.3	2C9TR@1|root,317QU@2|Bacteria,1PZ3C@1224|Proteobacteria,1TE77@1236|Gammaproteobacteria,3Z9N5@586|Providencia	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	42	6121	"contig-100_6"	792	2.15	1.9	0.0696	0.0784	76.11	0.9825	0.546	0.56	17765	0.534
contig-100_7_1	3075.A0A087S9T5	0.0	1033.0	COG0085@1|root,KOG0214@2759|Eukaryota,37HVP@33090|Viridiplantae,34GYF@3041|Chlorophyta	3041|Chlorophyta	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	-	GO:0000428,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0030880,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0061695,GO:1902494,GO:1990234	2.7.7.6	ko:K03043	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	RNA_pol_Rpb2_1,RNA_pol_Rpb2_2,RNA_pol_Rpb2_3,RNA_pol_Rpb2_6,RNA_pol_Rpb2_7	239	4134	"contig-100_7"	426	2.51	2.82	0.1485	0.0426	81.19	0.9925	0.37	0.373	9028	0.602
contig-100_7_3	3055.DAA00905	1.48e-101	295.0	COG1290@1|root,KOG4663@2759|Eukaryota,37NKU@33090|Viridiplantae,34K1Z@3041|Chlorophyta	3041|Chlorophyta	C	Cytochrome b6-f complex subunit	PETD	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0016020,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0055035	-	ko:K02637	ko00195,ko01100,map00195,map01100	M00162	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	Cytochrom_B_C	24	5750	"contig-100_7"	426	2.51	2.82	0.1485	0.0426	81.19	0.9925	0.37	0.373	9028	0.602
contig-100_7_4	3055.DAA00911	8.7e-146	411.0	COG1290@1|root,KOG4663@2759|Eukaryota,37QS7@33090|Viridiplantae,34J8E@3041|Chlorophyta	3041|Chlorophyta	C	Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions	petB	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0016020,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0055035	-	ko:K02635	ko00195,ko01100,map00195,map01100	M00162	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	Cytochrome_B	35	6607	"contig-100_7"	426	2.51	2.82	0.1485	0.0426	81.19	0.9925	0.37	0.373	9028	0.602
contig-100_8_1	3055.DAA00956	1.32e-16	78.2	COG2710@1|root,2QQ7U@2759|Eukaryota,37ZGZ@33090|Viridiplantae	33090|Viridiplantae	H	Nitrogenase component 1 type Oxidoreductase	chlN	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	1.3.7.7	ko:K04038	ko00860,ko01100,ko01110,map00860,map01100,map01110	-	R06282	RC01008	ko00000,ko00001,ko01000	-	-	-	Oxidored_nitro	1	121	"contig-100_8"	487	2.4	3.41	0.0957	0.0273	76.59	0.991	0.342	0.348	9844	0.584
contig-100_8_2	864702.OsccyDRAFT_3453	1.34e-177	498.0	COG1348@1|root,COG1348@2|Bacteria,1G0G7@1117|Cyanobacteria,1H7MI@1150|Oscillatoriales	1117|Cyanobacteria	D	Component of the dark-operative protochlorophyllide reductase (DPOR) that uses Mg-ATP and reduced ferredoxin to reduce ring D of protochlorophyllide (Pchlide) to form chlorophyllide a (Chlide). This reaction is light-independent. The L component serves as a unique electron donor to the NB-component of the complex, and binds Mg-ATP	chlL	-	1.3.7.7	ko:K04037	ko00860,ko01100,ko01110,map00860,map01100,map01110	-	R06282	RC01008	ko00000,ko00001,ko01000	-	-	iJN678.chlL	Fer4_NifH	56	1574	"contig-100_8"	487	2.4	3.41	0.0957	0.0273	76.59	0.991	0.342	0.348	9844	0.584
contig-100_8_3	13035.Dacsa_3480	2.24e-95	294.0	COG0755@1|root,COG0755@2|Bacteria,1G0R6@1117|Cyanobacteria	1117|Cyanobacteria	O	Required during biogenesis of c-type cytochromes (cytochrome c6 and cytochrome f) at the step of heme attachment	ccsA	GO:0006810,GO:0008150,GO:0008152,GO:0015886,GO:0051179,GO:0051181,GO:0051234,GO:0055114,GO:0071702,GO:0071705,GO:1901678	-	-	-	-	-	-	-	-	-	-	Cytochrom_C_asm	80	2955	"contig-100_8"	487	2.4	3.41	0.0957	0.0273	76.59	0.991	0.342	0.348	9844	0.584
contig-100_8_5	3055.EDP03937	4.15e-96	296.0	COG0555@1|root,2S1I2@2759|Eukaryota,37YIW@33090|Viridiplantae,34JQ9@3041|Chlorophyta	3041|Chlorophyta	P	Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K02046	ko00920,ko02010,map00920,map02010	M00185	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.6.1,3.A.1.6.3	-	-	BPD_transp_1	59	4760	"contig-100_8"	487	2.4	3.41	0.0957	0.0273	76.59	0.991	0.342	0.348	9844	0.584
contig-100_9_5	1530186.JQEY01000002_gene1533	1.39e-69	224.0	28HHC@1|root,2Z7T2@2|Bacteria,1PZ57@1224|Proteobacteria,2U3R2@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	AAA domain	-	-	-	-	-	-	-	-	-	-	-	-	AAA_24	111	2310	"contig-100_9"	789	1.95	2.14	0.0891	0.0617	71.37	0.981	0.585	0.603	17560	0.487
contig-100_9_6	1382304.JNIL01000001_gene3509	4.41e-26	113.0	COG2887@1|root,COG2887@2|Bacteria	2|Bacteria	L	Belongs to the helicase family. UvrD subfamily	-	-	-	ko:K07465	-	-	-	-	ko00000	-	-	-	PDDEXK_1	122	3408	"contig-100_9"	789	1.95	2.14	0.0891	0.0617	71.37	0.981	0.585	0.603	17560	0.487
contig-100_9_11	1449126.JQKL01000024_gene2318	7.91e-16	83.6	COG0675@1|root,COG0675@2|Bacteria	2|Bacteria	L	Transposase, IS605 OrfB family	-	-	-	-	-	-	-	-	-	-	-	-	OrfB_Zn_ribbon	74	5896	"contig-100_9"	789	1.95	2.14	0.0891	0.0617	71.37	0.981	0.585	0.603	17560	0.487
contig-100_9_12	1449126.JQKL01000024_gene2318	7.95e-08	57.8	COG0675@1|root,COG0675@2|Bacteria	2|Bacteria	L	Transposase, IS605 OrfB family	-	-	-	-	-	-	-	-	-	-	-	-	OrfB_Zn_ribbon	38	6404	"contig-100_9"	789	1.95	2.14	0.0891	0.0617	71.37	0.981	0.585	0.603	17560	0.487
contig-100_10_5	1267533.KB906737_gene1954	1.63e-99	331.0	COG3378@1|root,COG5545@1|root,COG3378@2|Bacteria,COG5545@2|Bacteria,3Y8ED@57723|Acidobacteria,2JNMH@204432|Acidobacteriia	204432|Acidobacteriia	S	D5 N terminal like	-	-	-	-	-	-	-	-	-	-	-	-	D5_N	239	4371	"contig-100_10"	810	2.06	2.28	0.1172	0.0506	74.7	0.9805	0.59	0.605	18375	0.514
contig-100_10_6	1121864.OMO_01350	0.000316	44.7	COG1591@1|root,COG1591@2|Bacteria,1VAAB@1239|Firmicutes,4HP2S@91061|Bacilli,4B3T6@81852|Enterococcaceae	91061|Bacilli	L	Archaeal holliday junction resolvase (hjc)	-	-	-	-	-	-	-	-	-	-	-	-	Hjc,VRR_NUC	35	4796	"contig-100_10"	810	2.06	2.28	0.1172	0.0506	74.7	0.9805	0.59	0.605	18375	0.514
contig-100_10_7	1219049.SP5_069_01490	2.37e-27	120.0	COG1061@1|root,COG1061@2|Bacteria,1MV9F@1224|Proteobacteria,2TUXC@28211|Alphaproteobacteria,2K4Z7@204457|Sphingomonadales	204457|Sphingomonadales	KL	helicase superfamily c-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	Helicase_C,ResIII	137	6050	"contig-100_10"	810	2.06	2.28	0.1172	0.0506	74.7	0.9805	0.59	0.605	18375	0.514
contig-100_11_1	365044.Pnap_1989	3.07e-82	263.0	COG2801@1|root,COG2801@2|Bacteria,1MWVQ@1224|Proteobacteria,2VPCI@28216|Betaproteobacteria	28216|Betaproteobacteria	L	PFAM Integrase catalytic region	-	-	-	-	-	-	-	-	-	-	-	-	HTH_23,HTH_28,HTH_29,HTH_32,rve	224	1014	"contig-100_11"	714	2.15	2.37	0.0528	0.0432	75.56	0.98	0.628	0.643	15770	0.536
contig-100_11_2	448385.sce7676	1.73e-258	776.0	COG1002@1|root,COG1002@2|Bacteria,1R0DW@1224|Proteobacteria	1224|Proteobacteria	V	Type II restriction enzyme, methylase subunits	-	-	-	-	-	-	-	-	-	-	-	-	-	413	4869	"contig-100_11"	714	2.15	2.37	0.0528	0.0432	75.56	0.98	0.628	0.643	15770	0.536
contig-100_12_1	1335760.ASTG01000033_gene41	1.23e-59	198.0	28IAN@1|root,2Z8D8@2|Bacteria,1NJD6@1224|Proteobacteria,2U3QV@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Domain of unknown function (DUF4055)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4055	60	428	"contig-100_12"	823	2.11	2.09	0.1016	0.059	74.93	0.9782	0.576	0.592	18339	0.525
contig-100_12_2	1335760.ASTG01000033_gene40	5.09e-209	590.0	COG1783@1|root,COG1783@2|Bacteria	2|Bacteria	S	DNA packaging	-	-	-	-	-	-	-	-	-	-	-	-	Terminase_6,Terminase_6C	230	1762	"contig-100_12"	823	2.11	2.09	0.1016	0.059	74.93	0.9782	0.576	0.592	18339	0.525
