CDSqueryname	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	MappedReadstoCDS	CDSLength	ParentContig	MappedReadstoParentContig	Duplicity	MeanDust	Damage+1	Damage-1	MeanLength	ANI	AvgReadGC	AvgRefGC	UniqueKmers	RatioDupKmers
contig-100_0_16	221288.JH992901_gene3830	2.94e-224	627.0	COG1082@1|root,COG1082@2|Bacteria,1G2T3@1117|Cyanobacteria	1117|Cyanobacteria	G	Xylose isomerase domain protein TIM barrel	-	-	-	-	-	-	-	-	-	-	-	-	-	117	1230	"contig-100_0"	2027	2.74	1.97	0.0304	0.0123	85.2	0.9889	0.477	0.48	42258	0.636
contig-100_0_17	251229.Chro_3129	1.85e-92	276.0	COG0625@1|root,COG0625@2|Bacteria,1G1TP@1117|Cyanobacteria,3VJX0@52604|Pleurocapsales	1117|Cyanobacteria	O	PFAM Glutathione S-transferase, N-terminal domain	gst	-	2.5.1.18	ko:K00799,ko:K11209	ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418	-	R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905	RC00004,RC00069,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944	ko00000,ko00001,ko01000,ko02000	1.A.12.2.2,1.A.12.3.2	-	-	GST_C,GST_C_2,GST_C_3,GST_N	50	621	"contig-100_0"	2027	2.74	1.97	0.0304	0.0123	85.2	0.9889	0.477	0.48	42258	0.636
contig-100_0_18	251229.Chro_3130	1.04e-272	753.0	COG1524@1|root,COG1524@2|Bacteria,1G0AH@1117|Cyanobacteria,3VIFV@52604|Pleurocapsales	1117|Cyanobacteria	S	Type I phosphodiesterase / nucleotide pyrophosphatase	-	-	-	-	-	-	-	-	-	-	-	-	Phosphodiest	125	1383	"contig-100_0"	2027	2.74	1.97	0.0304	0.0123	85.2	0.9889	0.477	0.48	42258	0.636
contig-100_0_19	103690.17129768	1.88e-123	367.0	COG3386@1|root,COG3386@2|Bacteria,1GBTJ@1117|Cyanobacteria,1HM5Y@1161|Nostocales	1117|Cyanobacteria	G	PFAM SMP-30 Gluconolaconase	-	-	-	-	-	-	-	-	-	-	-	-	-	79	879	"contig-100_0"	2027	2.74	1.97	0.0304	0.0123	85.2	0.9889	0.477	0.48	42258	0.636
contig-100_0_20	103690.17129768	8.03e-06	49.7	COG3386@1|root,COG3386@2|Bacteria,1GBTJ@1117|Cyanobacteria,1HM5Y@1161|Nostocales	1117|Cyanobacteria	G	PFAM SMP-30 Gluconolaconase	-	-	-	-	-	-	-	-	-	-	-	-	-	19	243	"contig-100_0"	2027	2.74	1.97	0.0304	0.0123	85.2	0.9889	0.477	0.48	42258	0.636
contig-100_1_1	28072.Nos7524_0726	1.46e-192	551.0	COG2831@1|root,COG2831@2|Bacteria,1G03B@1117|Cyanobacteria,1HM2B@1161|Nostocales	1117|Cyanobacteria	U	Hemolysin activation secretion protein	-	-	-	-	-	-	-	-	-	-	-	-	POTRA_2,ShlB	101	1143	"contig-100_1"	1912	2.82	2.05	0.0445	0.0181	85.29	0.9885	0.471	0.474	38785	0.646
contig-100_1_2	1173027.Mic7113_2523	3.55e-62	205.0	COG1928@1|root,COG1928@2|Bacteria	2|Bacteria	O	C-terminal four TMM region of protein-O-mannosyltransferase	-	-	2.4.1.109	ko:K00728	ko00514,ko00515,ko01100,map00514,map00515,map01100	-	R04072,R07620,R11399	RC00005,RC00059,RC00397	ko00000,ko00001,ko01000,ko01003	-	GT39	-	PMT,PMT_2,PMT_4TMC	53	681	"contig-100_1"	1912	2.82	2.05	0.0445	0.0181	85.29	0.9885	0.471	0.474	38785	0.646
contig-100_1_3	927677.ALVU02000002_gene366	1.12e-179	546.0	COG3210@1|root,COG3210@2|Bacteria,1G0EK@1117|Cyanobacteria	1117|Cyanobacteria	U	TIGRFAM filamentous hemagglutinin family N-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	Haemagg_act	251	2577	"contig-100_1"	1912	2.82	2.05	0.0445	0.0181	85.29	0.9885	0.471	0.474	38785	0.646
contig-100_1_4	927677.ALVU02000002_gene175	0.0	1053.0	COG4995@1|root,COG4995@2|Bacteria,1G08N@1117|Cyanobacteria,1H4SW@1142|Synechocystis	1117|Cyanobacteria	U	CHAT domain	-	-	-	-	-	-	-	-	-	-	-	-	CHAT,Haemagg_act	246	2547	"contig-100_1"	1912	2.82	2.05	0.0445	0.0181	85.29	0.9885	0.471	0.474	38785	0.646
contig-100_1_5	927677.ALVU02000002_gene176	1.48e-117	350.0	COG0457@1|root,COG0457@2|Bacteria,1G5S0@1117|Cyanobacteria	1117|Cyanobacteria	S	Tetratricopeptide repeat	-	-	-	-	-	-	-	-	-	-	-	-	-	110	1068	"contig-100_1"	1912	2.82	2.05	0.0445	0.0181	85.29	0.9885	0.471	0.474	38785	0.646
contig-100_1_6	927677.ALVU02000006_gene418	2.27e-101	315.0	COG0457@1|root,COG3903@1|root,COG0457@2|Bacteria,COG3903@2|Bacteria,1G3N9@1117|Cyanobacteria	1117|Cyanobacteria	K	tetratricopeptide	-	-	-	-	-	-	-	-	-	-	-	-	TPR_11,TPR_16,TPR_2,TPR_8	107	1371	"contig-100_1"	1912	2.82	2.05	0.0445	0.0181	85.29	0.9885	0.471	0.474	38785	0.646
contig-100_1_7	111780.Sta7437_0277	4.3e-16	73.2	COG1476@1|root,COG1476@2|Bacteria,1GN8A@1117|Cyanobacteria,3VK99@52604|Pleurocapsales	1117|Cyanobacteria	K	Helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_3	24	246	"contig-100_1"	1912	2.82	2.05	0.0445	0.0181	85.29	0.9885	0.471	0.474	38785	0.646
contig-100_1_8	180332.JTGN01000008_gene4091	2.42e-08	64.3	COG1475@1|root,COG1475@2|Bacteria,1V5PB@1239|Firmicutes	1239|Firmicutes	K	ParB-like nuclease domain	-	-	-	ko:K03497	-	-	-	-	ko00000,ko03000,ko03036,ko04812	-	-	-	ParBc	129	1383	"contig-100_1"	1912	2.82	2.05	0.0445	0.0181	85.29	0.9885	0.471	0.474	38785	0.646
contig-100_1_9	56110.Oscil6304_4611	3.38e-127	374.0	COG0568@1|root,COG0568@2|Bacteria,1G1HF@1117|Cyanobacteria,1H8K2@1150|Oscillatoriales	1117|Cyanobacteria	K	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released	sigB	-	-	ko:K03087	ko02026,ko05111,map02026,map05111	-	-	-	ko00000,ko00001,ko03021	-	-	-	Sigma70_r1_2,Sigma70_r2,Sigma70_r3,Sigma70_r4	94	1032	"contig-100_1"	1912	2.82	2.05	0.0445	0.0181	85.29	0.9885	0.471	0.474	38785	0.646
contig-100_1_10	240292.Ava_D0037	3.91e-05	45.4	COG3655@1|root,COG3655@2|Bacteria,1G94H@1117|Cyanobacteria,1HT7N@1161|Nostocales	1117|Cyanobacteria	K	Cro/C1-type HTH DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_26	17	240	"contig-100_1"	1912	2.82	2.05	0.0445	0.0181	85.29	0.9885	0.471	0.474	38785	0.646
contig-100_1_13	65393.PCC7424_5881	4.21e-125	420.0	COG0358@1|root,COG3378@1|root,COG0358@2|Bacteria,COG3378@2|Bacteria,1G2WM@1117|Cyanobacteria	1117|Cyanobacteria	L	PFAM D5 N terminal like	-	-	-	ko:K06919	-	-	-	-	ko00000	-	-	-	D5_N,DUF3854,Toprim_N	324	3600	"contig-100_1"	1912	2.82	2.05	0.0445	0.0181	85.29	0.9885	0.471	0.474	38785	0.646
contig-100_1_15	118166.JH976537_gene1998	3.72e-45	152.0	COG3464@1|root,COG3464@2|Bacteria,1G0DQ@1117|Cyanobacteria,1HHZU@1150|Oscillatoriales	1117|Cyanobacteria	L	Transposase	-	-	-	-	-	-	-	-	-	-	-	-	-	12	285	"contig-100_1"	1912	2.82	2.05	0.0445	0.0181	85.29	0.9885	0.471	0.474	38785	0.646
contig-100_2_1	1173027.Mic7113_6057	6.37e-21	89.4	28MH8@1|root,2ZAU5@2|Bacteria,1G2SY@1117|Cyanobacteria,1HEMX@1150|Oscillatoriales	1117|Cyanobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	YjcZ	9	183	"contig-100_2"	1729	2.75	2.02	0.0417	0.0279	85.17	0.989	0.487	0.49	35970	0.636
contig-100_2_2	927677.ALVU02000002_gene350	8.38e-169	480.0	COG1752@1|root,COG1752@2|Bacteria,1G1HN@1117|Cyanobacteria	1117|Cyanobacteria	S	Patatin-like phospholipase	-	-	-	ko:K07001	-	-	-	-	ko00000	-	-	-	Patatin	71	1062	"contig-100_2"	1729	2.75	2.02	0.0417	0.0279	85.17	0.989	0.487	0.49	35970	0.636
contig-100_2_3	221288.JH992901_gene2583	1.29e-121	352.0	COG1512@1|root,COG1512@2|Bacteria,1G21M@1117|Cyanobacteria,1JHPW@1189|Stigonemataceae	1117|Cyanobacteria	S	TPM domain	-	-	-	ko:K06872	-	-	-	-	ko00000	-	-	-	TPM_phosphatase	56	717	"contig-100_2"	1729	2.75	2.02	0.0417	0.0279	85.17	0.989	0.487	0.49	35970	0.636
contig-100_2_4	98439.AJLL01000023_gene765	2.92e-74	223.0	COG4063@1|root,2ZQ0M@2|Bacteria,1G6T2@1117|Cyanobacteria,1JKUQ@1189|Stigonemataceae	1117|Cyanobacteria	H	Domain of unknown function (DUF4346)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4346	23	384	"contig-100_2"	1729	2.75	2.02	0.0417	0.0279	85.17	0.989	0.487	0.49	35970	0.636
contig-100_2_5	1469607.KK073768_gene3651	1.18e-255	704.0	COG3146@1|root,COG3146@2|Bacteria,1G0U8@1117|Cyanobacteria,1HK0W@1161|Nostocales	1117|Cyanobacteria	S	Peptidogalycan biosysnthesis/recognition	-	-	-	ko:K09919	-	-	-	-	ko00000	-	-	-	FemAB_like	98	1182	"contig-100_2"	1729	2.75	2.02	0.0417	0.0279	85.17	0.989	0.487	0.49	35970	0.636
contig-100_2_6	1173026.Glo7428_0243	1.59e-109	321.0	COG1985@1|root,COG1985@2|Bacteria,1G249@1117|Cyanobacteria	1117|Cyanobacteria	H	Pyrimidine reductase, riboflavin biosynthesis	ribG	-	1.1.1.193	ko:K00082	ko00740,ko01100,ko01110,map00740,map01100,map01110	M00125	R03458	RC00933	ko00000,ko00001,ko00002,ko01000	-	-	-	RibD_C	46	702	"contig-100_2"	1729	2.75	2.02	0.0417	0.0279	85.17	0.989	0.487	0.49	35970	0.636
contig-100_2_7	1173026.Glo7428_0241	2.21e-125	362.0	COG0571@1|root,COG0571@2|Bacteria,1FZYS@1117|Cyanobacteria	1117|Cyanobacteria	J	Digests double-stranded RNA. Involved in the processing of primary rRNA transcript to yield the immediate precursors to the large and small rRNAs (23S and 16S). Processes some mRNAs, and tRNAs when they are encoded in the rRNA operon. Processes pre- crRNA and tracrRNA of type II CRISPR loci if present in the organism	rnc	GO:0003674,GO:0003676,GO:0003723,GO:0003725,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004525,GO:0004540,GO:0005488,GO:0006139,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0032296,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0097159,GO:0140098,GO:1901360,GO:1901363	3.1.26.3	ko:K03685	ko03008,ko05205,map03008,map05205	-	-	-	ko00000,ko00001,ko01000,ko03009,ko03019,ko03036	-	-	-	Ribonucleas_3_3,Ribonuclease_3,dsrm	60	729	"contig-100_2"	1729	2.75	2.02	0.0417	0.0279	85.17	0.989	0.487	0.49	35970	0.636
contig-100_2_8	1173026.Glo7428_0240	8.21e-230	640.0	COG0598@1|root,COG0598@2|Bacteria,1G1AG@1117|Cyanobacteria	1117|Cyanobacteria	P	Mediates influx of magnesium ions	corA	-	-	ko:K03284	-	-	-	-	ko00000,ko02000	1.A.35.1,1.A.35.3	-	-	CorA	119	1245	"contig-100_2"	1729	2.75	2.02	0.0417	0.0279	85.17	0.989	0.487	0.49	35970	0.636
contig-100_2_9	1173026.Glo7428_0239	0.0	912.0	COG0459@1|root,COG0459@2|Bacteria,1G25A@1117|Cyanobacteria	1117|Cyanobacteria	O	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions	groL2	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006457,GO:0006458,GO:0008150,GO:0009987,GO:0016465,GO:0032991,GO:0044183,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0051082,GO:0061077,GO:0101031,GO:1990220	-	ko:K04077	ko03018,ko04212,ko04940,ko05134,ko05152,map03018,map04212,map04940,map05134,map05152	-	-	-	ko00000,ko00001,ko03019,ko03029,ko03110,ko04147	-	-	-	Cpn60_TCP1	137	1671	"contig-100_2"	1729	2.75	2.02	0.0417	0.0279	85.17	0.989	0.487	0.49	35970	0.636
contig-100_2_10	1173024.KI912149_gene5426	1.63e-135	389.0	COG1028@1|root,COG1028@2|Bacteria,1G0MD@1117|Cyanobacteria,1JIBJ@1189|Stigonemataceae	1117|Cyanobacteria	IQ	Enoyl-(Acyl carrier protein) reductase	fabG	-	1.1.1.100	ko:K00059	ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212	M00083,M00572	R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R11671	RC00029,RC00117	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	adh_short_C2	64	765	"contig-100_2"	1729	2.75	2.02	0.0417	0.0279	85.17	0.989	0.487	0.49	35970	0.636
contig-100_2_11	195253.Syn6312_1865	0.000276	43.1	COG5661@1|root,COG5661@2|Bacteria,1G9TJ@1117|Cyanobacteria	1117|Cyanobacteria	O	Bacterial protein of unknown function (DUF922)	-	-	-	-	-	-	-	-	-	-	-	-	DUF922	1	126	"contig-100_2"	1729	2.75	2.02	0.0417	0.0279	85.17	0.989	0.487	0.49	35970	0.636
contig-100_2_12	643473.KB235930_gene1742	1.65e-47	153.0	COG3118@1|root,COG3118@2|Bacteria,1G6U5@1117|Cyanobacteria,1HNYD@1161|Nostocales	1117|Cyanobacteria	O	Belongs to the thioredoxin family	trxM1	GO:0003674,GO:0003824,GO:0004791,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009636,GO:0009987,GO:0015035,GO:0015036,GO:0016209,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0016671,GO:0019725,GO:0033554,GO:0034599,GO:0042221,GO:0042592,GO:0044424,GO:0044464,GO:0045454,GO:0047134,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0097237,GO:0098754,GO:0098869,GO:1990748	5.3.4.1	ko:K01829	-	-	-	-	ko00000,ko01000	-	-	-	Thioredoxin	9	267	"contig-100_2"	1729	2.75	2.02	0.0417	0.0279	85.17	0.989	0.487	0.49	35970	0.636
contig-100_2_13	32057.KB217478_gene623	5.76e-34	129.0	COG0628@1|root,COG0628@2|Bacteria,1GCIM@1117|Cyanobacteria	1117|Cyanobacteria	S	Transmembrane protein 43	-	-	-	-	-	-	-	-	-	-	-	-	TMEM43	26	444	"contig-100_2"	1729	2.75	2.02	0.0417	0.0279	85.17	0.989	0.487	0.49	35970	0.636
contig-100_2_14	643473.KB235930_gene3338	1.67e-165	468.0	COG2264@1|root,COG2264@2|Bacteria,1G0G1@1117|Cyanobacteria,1HKVG@1161|Nostocales	1117|Cyanobacteria	J	Ribosomal protein L11 methyltransferase	prmA	-	-	ko:K02687	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	PrmA	75	891	"contig-100_2"	1729	2.75	2.02	0.0417	0.0279	85.17	0.989	0.487	0.49	35970	0.636
contig-100_2_15	1173026.Glo7428_0234	0.0	907.0	COG1052@1|root,COG1052@2|Bacteria,1GCIT@1117|Cyanobacteria	1117|Cyanobacteria	E	D-isomer specific 2-hydroxyacid dehydrogenase	serA	-	1.1.1.399,1.1.1.95	ko:K00058	ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230	M00020	R01513	RC00031	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	2-Hacid_dh,2-Hacid_dh_C,ACT	154	1581	"contig-100_2"	1729	2.75	2.02	0.0417	0.0279	85.17	0.989	0.487	0.49	35970	0.636
contig-100_2_16	1173026.Glo7428_0233	1.57e-90	268.0	28NM6@1|root,2ZBMS@2|Bacteria,1G54A@1117|Cyanobacteria	1117|Cyanobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	43	516	"contig-100_2"	1729	2.75	2.02	0.0417	0.0279	85.17	0.989	0.487	0.49	35970	0.636
contig-100_2_17	98439.AJLL01000012_gene2174	1.88e-152	433.0	COG2302@1|root,COG2302@2|Bacteria,1G1VF@1117|Cyanobacteria,1JJCT@1189|Stigonemataceae	1117|Cyanobacteria	S	S4 RNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	S4	86	879	"contig-100_2"	1729	2.75	2.02	0.0417	0.0279	85.17	0.989	0.487	0.49	35970	0.636
contig-100_2_18	927677.ALVU02000001_gene4051	1.26e-123	359.0	COG0300@1|root,COG0300@2|Bacteria,1G2JD@1117|Cyanobacteria	1117|Cyanobacteria	S	Belongs to the short-chain dehydrogenases reductases (SDR) family	-	-	-	ko:K07124	-	-	-	-	ko00000	-	-	-	adh_short	62	795	"contig-100_2"	1729	2.75	2.02	0.0417	0.0279	85.17	0.989	0.487	0.49	35970	0.636
contig-100_2_19	1173026.Glo7428_0230	3.04e-62	207.0	COG1115@1|root,COG1115@2|Bacteria,1G1I5@1117|Cyanobacteria	1117|Cyanobacteria	U	alanine symporter	-	-	-	ko:K03310	-	-	-	-	ko00000	2.A.25	-	-	Na_Ala_symp	46	576	"contig-100_2"	1729	2.75	2.02	0.0417	0.0279	85.17	0.989	0.487	0.49	35970	0.636
contig-100_2_20	313624.NSP_15830	2.9e-08	53.9	COG3636@1|root,COG3636@2|Bacteria,1G87A@1117|Cyanobacteria,1HPY9@1161|Nostocales	1117|Cyanobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	249	"contig-100_2"	1729	2.75	2.02	0.0417	0.0279	85.17	0.989	0.487	0.49	35970	0.636
contig-100_2_21	211165.AJLN01000063_gene3763	3.45e-45	149.0	COG3657@1|root,COG3657@2|Bacteria,1GKII@1117|Cyanobacteria,1JM9T@1189|Stigonemataceae	1117|Cyanobacteria	S	Phage derived protein Gp49-like (DUF891)	-	-	-	-	-	-	-	-	-	-	-	-	Gp49	23	330	"contig-100_2"	1729	2.75	2.02	0.0417	0.0279	85.17	0.989	0.487	0.49	35970	0.636
contig-100_3_1	1173020.Cha6605_1456	9.25e-49	172.0	COG1452@1|root,COG1452@2|Bacteria,1G0TW@1117|Cyanobacteria	1117|Cyanobacteria	M	PFAM Mannosyl oligosaccharide glucosidase	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_63	32	285	"contig-100_3"	2475	2.76	1.93	0.0461	0.0276	82.13	0.9864	0.511	0.516	48518	0.638
